ID,ParentID,organization_name,website_link,meetup_link,facebook_link,twitter_link,github_link,location,image_url,,,remark
106,105,Code for Tokyo ,https://codefor.tokyo/,,https://www.facebook.com/codefortokyo/,https://twitter.com/codefortokyo,https://github.com/codefortokyo, 東京都,,,,
107,105,Code for Sapporo ,http://www.codeforsapporo.org/,,,,https://github.com/codeforsapporo, 北海道札幌市 ,,,,
108,105,Code for Hakodate ,http://codeforhakodate.org/,,https://www.facebook.com/code4hakodate/,https://twitter.com/codeforhakodate,https://github.com/codeforhakodate, 北海道函館市 ,,,,
109,105,Code for Muroran ,https://ja.localwiki.org/mr/Code_for_Muroran,,,,https://github.com/muroran/, 北海道室蘭市 ,,,,
110,105,ハウモリ ,https://howmori.org/,,https://www.facebook.com/howmori/?__tn__=%2Cd%2CP-R&eid=ARCjFJGX8P9UoeEoB89kJVPfH31uwqxIZqn-5jvEZIE6CTbnZ0ZEkfpqeA1UCBx8ykDCEQKUHjiTSqP0,,https://github.com/howml, 北海道森町 ,,,,
111,105,Code for Aomori ,https://www.codeforaomori.org/,,https://www.facebook.com/codeforaomori/,,, 青森県 ,,,,
112,105,Code for Shiogama ,,,https://www.facebook.com/CodeForShiogama,,, 宮城県塩竈市 ,,,,
113,105,Code for Sendai ,http://code4sendai.org/,,https://www.facebook.com/code4sendai/,,, 宮城県仙台市 ,,,,
114,105,Code for Akita ,https://code4akita.org/,,,,, 秋田県秋田市 ,,,,
115,105,Code for Aizu ,http://aizu.io/,,https://www.facebook.com/codeforaizu/,,, 福島県会津地域 ,,,,
116,105,Code for Shirakawa ,http://shirakawa-fukko.jimdo.com/,,https://www.facebook.com/codeforshirakawa/,,, 福島県白河市 ,,,,
117,105,Code for Ibaraki,https://codeforibaraki.org/,,https://www.facebook.com/codeforibaraki/?__tn__=%2Cd%2CP-R&eid=ARBDHZp4hkQ6bAKY07h6rsxD5tCaVZDsoO2GEAfaPHV8KsvMpnW8QPzDlrRo9o0G4lVUxmcHQJFp5W04,,, 茨城県,https://codeforibaraki.org/wp-content/uploads/2014/04/CFI-vertical-s.png,,,
118,105,Code for Saitama ,http://www.code4saitama.org/,,https://www.facebook.com/Code4SAITAMA/,https://twitter.com/Code4SAITAMA,, 埼玉県  ,,,,
119,105,Code for Kumagaya ,http://code4kumagaya.org/,,https://www.facebook.com/Code4Kumagaya/,https://twitter.com/Code4Kumagaya,, 埼玉県熊谷市 ,,,,
120,105,Code for TODA ,https://codefortoda.org/,,https://www.facebook.com/codefortoda/,,https://github.com/codefortoda, 埼玉県戸田市 ,,,,
121,105,Code for WAKO ,https://www.wakokyodo.net/chiikikoeki/,,,,, 埼玉県和光市 ,,,,
122,105,Code for Ichikawa ,http://codeforichikawa.org/,,https://www.facebook.com/groups/CodeforIchikawa/,,https://github.com/codeforichikawa, 千葉県市川市 ,,,,
123,105,Code for Chiba ,http://www.code4chiba.org/,,https://www.facebook.com/codeforchiba/,https://twitter.com/code4chiba,https://github.com/codeforchiba, 千葉県千葉市,,,,
124,105,Code for NAGAREYAMA ,http://www.code-for-nagareyama.org/,,https://www.facebook.com/codefornagareyama/,,, 千葉県流山市 ,,,,
125,105,Code for Funabashi ,http://code4funabashi.org/,,,,, 千葉県船橋市 ,,,,
126,105,Code for Matsudo ,https://code4matsudo.org/,,https://www.facebook.com/code4matsudo/,https://twitter.com/Codeformatsudo,, 千葉県松戸市,,,,
127,105,Code for Shinagawa ,https://code4shinagawa.org/,,,,, 東京都品川区 ,,,,
128,105,Code for Suginami ,,,https://www.facebook.com/CodeforSuginami/,,, 東京都杉並区 ,,,,
129,105,Code for Setagaya ,,,https://www.facebook.com/codeforsetagaya/,,https://github.com/codeforsetagaya/, 東京都世田谷区 ,,,,
130,105,Code for Chuo ,http://c4chuo.strikingly.com/,,,,, 東京都中央区 ,,,,
131,105,Code for Toshima ,https://code4toshima.org/,,https://www.facebook.com/code4toshima/,,https://github.com/codefortoshima, 東京都豊島区,,,,
132,105,Code for 中野 ,,,https://www.facebook.com/code4nakano/,,, 東京都中野区 ,,,,
133,105,Code for Nerima ,http://code4nerima.org/,,https://www.facebook.com/code4nerima/?__tn__=%2Cd%2CP-R&eid=ARDtj-TxMt0GVk7lXEpmyKGomC4J_tqYZmLY5JsMwljV_gBTg1hJNibcbC73ZOfO-XCwcm4dZF52LgYE,,https://github.com/code4nerima, 東京都練馬区  ,,,,
134,105,Code for INAGI ,http://www.c4inagi.org/,,https://www.facebook.com/code4inagi/,https://twitter.com/Code4Inagi,, 東京都稲城市,,,,
135,105,Code for Tachikawa ,,,,,, 東京都立川市,,,,
136,105,Code for Chofu ,,,https://www.facebook.com/codeforchofu/,,https://github.com/CodeForChofu, 東京都調布市,,,,
137,105,Code for Fuchu ,https://code4fuchu.jimdofree.com/,,https://www.facebook.com/codeforfuchu/,,, 東京都府中市,,,,
138,105,Code for Hachioji ,http://code4hachioji.org/,,https://www.facebook.com/code4hachioji/,,https://github.com/code48, 東京都八王子市 ,,,,
139,105,Code for Kanagawa ,http://codeforkanagawa.org/,,https://www.facebook.com/groups/CodeForKanagawa/,,, 神奈川県 ,,,,
140,105,Code for Kawasaki (オープン川崎)  ,http://openkawasaki.org/,,https://www.facebook.com/openkawasaki/,,https://github.com/openkawasaki/, 神奈川県川崎市  ,,,,
141,105,Code for Yokosuka ,https://codeforyokosuka.org/,,https://www.facebook.com/codeforyokosuka/,,https://github.com/CodeforYokosuka, 神奈川県横須賀市 ,,,,
142,105,Code for YOKOHAMA ,https://code4.yokohama/,,https://www.facebook.com/code4yokohama/,,, 神奈川県横浜市,,,,
143,105,Code for Niigata ,http://www.codeforniigata.org/,,https://www.facebook.com/code4niigata/,https://twitter.com/code4niigata,https://github.com/CodeForNiigata/, 新潟県新潟市  ,,,,
144,105,コードフォー高岡 ,http://code4takaoka.org/,,https://www.facebook.com/code4takaoka/?__tn__=%2Cd%2CP-R&eid=ARBjLtaXhJdD9gnURLj1zkr_OwWZ1eri2aAkndCz38yrtqBGB2g8j5zcgsjsghzb3df225Fe1nzyHQaz,,, 富山県高岡市 ,http://code4takaoka.org/hp_step1/images/title_logo1.png,,,
145,105,コード・フォー・トヤマシティ ,https://codefortoyama.jimdo.com/,,,https://twitter.com/codefortoyama,, 富山県富山市 ,,,,
146,105,Code for Nanto ,http://www.code4nanto.org/,,https://www.facebook.com/CodeforNanto/,,, 富山県南砺市 ,,,,
147,105,Code for Kanazawa ,http://www.codeforkanazawa.org/,,https://www.facebook.com/CodeForKanazawa/,https://twitter.com/CodeForKanazawa,https://github.com/codeforkanazawa-org, 石川県 ,,,,
148,105,Code for Sabae ,http://sabae.club/,,https://www.facebook.com/Code-for-Sabae-1973936642925979/,,https://github.com/code4sabae, 福井県鯖江市,,,,
149,105,Code for Gifu ,,,https://www.facebook.com/code4gifu/,,https://github.com/CODE-for-GIFU, 岐阜県  ,,,,
150,105,Code for ふじのくに ,https://www.code4numazu.org/,,,,, 静岡県沼津市,https://www.code4numazu.org/wp-content/uploads/2018/04/%E3%83%AD%E3%82%B3%E3%82%99%E6%B1%BA%E5%AE%9A%E7%A8%BF%E6%AD%A3%E6%96%B9%E5%BD%A2.png,,,
151,105,Code for Aichi ,https://www.code4aichi.org/,,https://www.facebook.com/code4aichi/?__tn__=%2Cd%2CP-R&eid=ARAVJiI3T4P7jvjepBMDY7zcI5mpn8YxACh0ddHW2Sq_hMPcXJjwXpliVOqq8jQkkCeMBX8ATTvyeqCY,,https://github.com/code4aichi, 愛知県 ,,,,
152,105,Code for Nagoya ,https://www.code4.nagoya/,,https://www.facebook.com/code4nagoya/,https://twitter.com/code4nagoya,https://github.com/code4nagoya, 愛知県名古屋市,,,,
153,105,Code for MIKAWA ,https://uzura.org/,,https://www.facebook.com/code4mikawa.toyohashi.city.machi.omoi.meeting/,,, 愛知県三河地方 ,,,,
154,105,Code for Shiga / Biwako,https://www.code4shiga.org/,,https://www.facebook.com/codeforshiga/,,, 滋賀県 ,,,,
155,105,Code for Kusatsu ,https://codeforkusatsu.org/,,https://www.facebook.com/codeforkusatsu/,,, 滋賀県草津市  ,,,,
156,105,Code for Osaka ,http://code4.osaka/,,https://www.facebook.com/CodeForOsaka/,https://twitter.com/code4_osaka,https://github.com/open-osaka (not sure), 大阪府 ,,,,
157,105,Code for Sakai ,,,https://www.facebook.com/codeforsakai/,https://twitter.com/codeforsakai,, 大阪府堺市 ,,,,
158,105,Code for Hyogo ,,,https://www.facebook.com/OpenDataLabHyogo/,,, 兵庫県,,,,
159,105,Code for Amagasaki ,https://c4ama.wordpress.com/,,https://www.facebook.com/C4AMA/,https://twitter.com/C4AMA,https://github.com/codeforamagasaki, 兵庫県尼崎市  ,https://c4ama.files.wordpress.com/2019/09/logo.png,,,
160,105,Code for Kobe ,,,https://www.facebook.com/codeforkobe/,https://twitter.com/codeforkobe,https://github.com/codeforkobe, 兵庫県神戸市周辺  ,https://scontent-sjc3-1.xx.fbcdn.net/v/t31.0-8/p960x960/10923733_1557399311173131_7632160852289515702_o.jpg?_nc_cat=104&_nc_sid=85a577&_nc_ohc=S69C0GNI5IEAX9R1jv-&_nc_ht=scontent-sjc3-1.xx&_nc_tp=6&oh=8d45fc01030019ea20af848a7cabdd06&oe=5E94F273,,,
161,105,Code for Sasayama ＋ Tamba ,,,https://www.facebook.com/pg/cfsasayamaplustamba/photos/?ref=page_internal,,, 兵庫県篠山市、兵庫県丹波市 ,https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/12804729_1705111073067114_8071089301523776291_n.png?_nc_cat=100&_nc_sid=85a577&_nc_ohc=sikgQPJjGbMAX_OQVez&_nc_ht=scontent-sjc3-1.xx&oh=d2e42ce5649440ab400d1e833a6eaca3&oe=5E9585AC,,,
162,105,Code for Harima ,,,https://www.facebook.com/codeforharima/,,," 兵庫県播磨地域(加古川市, 高砂市, 姫路市) ",https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/p960x960/40684186_1877098452375622_950717850220232704_o.png?_nc_cat=100&_nc_sid=85a577&_nc_ohc=oNA0NzREpV4AX9IXEjO&_nc_ht=scontent-sjc3-1.xx&oh=ef3634e45142197f39ede065740903f1&oe=5E92F643,,,
163,105,Code for Nara ,http://www.code4nara.org/,,https://www.facebook.com/Code4Nara/,,https://github.com/code4nara/, 奈良県 ,,,,
164,105,Code for Ikoma ,https://www.code4ikoma.org/,,https://www.facebook.com/code4ikoma/,,https://github.com/code4ikoma/, 奈良県生駒市 ,,,,
165,105,CODE for YAMATOKORIYAMA ,http://code4yamatokoriyama.site/,,https://www.facebook.com/code4ytk/,https://twitter.com/code4ytk,, 奈良県大和郡山市 ,,,,
166,105,コードフォー島根 ,,,,,, 島根県 ,,,,
167,105,Code for Kurashiki ,http://code4kurashiki.org/,,https://www.facebook.com/code4kurashiki/,https://twitter.com/Code4Kurashiki,, 岡山県倉敷市,,,,
168,105,Code for Hiroshima ,https://www.code4hiroshima.org/,,https://www.facebook.com/CodeForHiroshima/,,https://github.com/code4hiroshima, 広島県広島市 ,,,,
169,105,Code for Fukuyama ,,,,,, 広島県福山市 ,,,,
170,105,Code for Ube ,http://codeforube.thetechshare.org/,,https://www.facebook.com/codeforube/,https://twitter.com/CodeForUbe,, 山口県宇部市  ,,,,
171,105,Code for Tokushima ,,,https://www.facebook.com/codefortokushima/,,, 徳島県 ,https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/10947316_1575907525980085_3250164274008301078_n.jpg?_nc_cat=107&_nc_sid=85a577&_nc_ohc=6Xxz_LcYcLsAX8kPaoH&_nc_ht=scontent-sjc3-1.xx&oh=31d5d13bdf31dd6f36ec3499d57daf12&oe=5E92DFB3,,,
172,105,Code for DOGO ,,,https://www.facebook.com/cfdogo/,,, 道後平野中心に愛媛県圏域 ,https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/11391114_681311748666812_1611291840818087096_n.jpg?_nc_cat=105&_nc_sid=85a577&_nc_ohc=bbSG-YKEtMwAX-AR4C6&_nc_ht=scontent-sjc3-1.xx&oh=415c15f13d308184c9f0316ff426f612&oe=5E9435D5,,,
173,105,Code for Fukuoka ,http://www.codeforfukuoka.org/,,https://www.facebook.com/code4fukuoka/,,, 福岡県 ,http://www.codeforfukuoka.org/wp-content/uploads/2018/03/cropped-code4fukuoka_logo_forWeb_edit-e1522254535785-1.png,,,
174,105,Code for Kitakyushu ,http://www.code4kitakyushu.org/index.html,,https://www.facebook.com/CfKTQ/,,, 福岡県北九州市 ,,,,
175,105,Code for KURUME ,http://code4kurume.org/,,https://www.facebook.com/codeforkurume/,,, 福岡県久留米市 ,,,,
176,105,Code for Saga ,https://code4saga.org/,,https://www.facebook.com/code4saga/?__tn__=%2Cd%2CP-R&eid=ARBzEhaqAYqP6Q_QkeSRBcVE6BMLO176F12dPJIX_oMk8YdYvcTLwG_clv0sH-61DHDDNMiO6RJ0Isey,https://twitter.com/code4saga,, 佐賀県 ,,,,
177,105,Code for Beppu ,,,,https://twitter.com/code4beppu,, 大分県別府市,,,,
178,105,Code for MIYAZAKI ,,,,https://twitter.com/codeformiyazaki,, 宮崎県（主に宮崎市）,,,,
179,105,Code for Okinawa ,http://code4okinawa.org/,,https://www.facebook.com/code4okinawa/,,https://github.com/CodeforOkinawa, 沖縄県 ,,,,
180,105,Code for Adachi ,https://code4adachi.org/,,https://www.facebook.com/code4adachi/,https://twitter.com/code4adachi,, 東京都足立区 ,,,,
181,105,Code for Gumyoji ,https://gumyoji.yokohama/ict/,,,,, 神奈川県横浜市南区弘明寺,,,,
182,105,Code for Yamanashi ,https://code4yamanashi.jimdosite.com/,,https://www.facebook.com/code4yamanashi/,,, 山梨県全域 ,,,,
183,105,Code for Toyota ,https://codefortoyota.localinfo.jp/,,https://www.facebook.com/CodeforToyota/,,, 愛知県豊田市 ,,,,
184,105,Code for SUSONO ,https://code4susono.jpn.org/,,https://www.facebook.com/codeforsusono/,https://twitter.com/code4susono,, 静岡県裾野市 ,,,,
185,105,Code for 選挙 ,http://election.code4japan.org/,,,,https://github.com/codeforjapan/codeforelection, 選挙候補者のオープンデータ作成,,,,
186,105,Code for Youth ,,,https://www.facebook.com/codeforyouth/,https://twitter.com/CodeforYouth,https://github.com/codeforyouth, 若者と地域が共に成長する社会づくり,https://scontent-sjc3-1.xx.fbcdn.net/v/t31.0-8/p960x960/23456369_356073584856661_5701527706869287458_o.png?_nc_cat=101&_nc_sid=85a577&_nc_ohc=kKsbRgkbz-8AX_ka69E&_nc_ht=scontent-sjc3-1.xx&oh=06d8536599f00c24792f61c866e7bb49&oe=5E93FA2A,,,
187,105,Code for Cat ,https://code4cat.org/,,https://www.facebook.com/CODEforCAT/,,, 地域ネコ保護団体の支援,,,,
188,2,Code for Africa,,,https://www.facebook.com/CodeForAfrica/,https://twitter.com/Code4Africa,https://github.com/CodeForAfrica,,,,,
189,188,Code for Cameroon,,,https://www.facebook.com/Code4Cameroon/,https://twitter.com/CfCameroon,https://github.com/CodeForAfrica,,,,,
190,188,Code for Ghana,,,https://www.facebook.com/CodeForGhana/,,https://github.com/CodeForAfrica,,,,,
191,188,Code for Kenya,https://codeforkenya.org/,,,https://twitter.com/CodeForKenya,https://github.com/topics/code-for-kenya,,,,,
192,188,Code for Morocco,,,,https://twitter.com/CodeforMorocco,https://github.com/CodeForAfrica/,,,,,
193,188,Code for Nigeria,https://codefornigeria.org/,,https://www.facebook.com/codefornigeria/,https://twitter.com/CodeForNigeria_,https://github.com/CodeForAfrica,,,,,
194,188,Code for Uganda,https://codeforuganda.org/,,,,https://github.com/topics/uganda,,,,,
195,188,Code for Sierra Leone,https://codeforsierraleone.org/,,,,,,,,,
196,195,Code for Salone,http://code4salone.sl/,,,,https://github.com/Code4Salone,,,,,
197,188,Code for Tanzania,https://codefortanzania.org/,,,,https://github.com/CodeForAfrica,,,,,
198,2,Code for Australia,https://codeforaustralia.org/,,https://www.facebook.com/CodeforAustralia/,https://twitter.com/CodeforAus,https://github.com/codeforaustralia,,,,,
199,2,Code for Germany,https://codefor.de/,,https://www.facebook.com/codeforde/,https://twitter.com/codeforde,https://github.com/codeforgermany,,,,,
200,198,OK Lab Berlin,,https://www.meetup.com/OK-Lab-Berlin/,,https://twitter.com/codeforbe,https://github.com/codeforberlin,,https://pbs.twimg.com/profile_images/678860210174324736/Ez-Uo_f6_400x400.png,,,
201,198,OK Lab Bielefeld,,https://www.meetup.com/Code-For-Bielefeld/,,https://twitter.com/codeforbi,,,https://pbs.twimg.com/profile_images/1235569150946430981/YYMWQQvF_400x400.jpg,,,
202,198,OK Lab Bonn-Rhein-Sieg,https://codeforbonnrheinsieg.de/,https://www.meetup.com/OKLab-Bonn/,,,https://github.com/OKLabBonn,,https://codeforbonnrheinsieg.de/wp-content/uploads/2018/11/CodeforBonnrheinsieg_ohneSchnittmarke_Wortbild-2.svg,,,
203,198,OK Lab Chemnitz,http://codeforchemnitz.de/,,,,https://github.com/CodeforChemnitz,,,,,
204,198,OK Lab Dresden,http://offenesdresden.de/,,,,,,https://pbs.twimg.com/profile_images/695240113207578624/42VI7oka_400x400.png,,,
205,198,OK Lab Düsseldorf,,https://www.meetup.com/de-DE/OK-Lab-Dusseldorf/,,https://twitter.com/codefordus,,,,,,
206,198,OK Lab Gießen,,https://www.meetup.com/OK-Lab-Gie%C3%9Fen/,,https://twitter.com/codeforgi,https://github.com/CodeForGiessen,,,,,
207,198,OK Lab Frankfurt,,https://www.meetup.com/OKLabFfm/,,,,,,,,
208,198,Code for Hamburg,https://codeforhamburg.org/#/,,,,https://github.com/codeforhamburg/,,,,,
209,198,OK Lab Hannover,,https://www.meetup.com/de-DE/OK-Lab-Hannovera/,,https://twitter.com/codeforhannover,,,,,,
210,198,OK Lab Heidelberg,,https://www.meetup.com/OK-Lab-Heidelberg/,,,,,,,,
211,198,OK Lab Heilbronn,https://codeforheilbronn.de/,,,,,,,,,
212,198,OK Lab Jena,https://www.offenes-jena.de/,https://www.meetup.com/OffenesJena/,,,,,,,,
213,198,OK Lab Karlsruhe,https://ok-lab-karlsruhe.de/,,,,https://github.com/CodeforKarlsruhe,,https://ok-lab-karlsruhe.de/img/CfKA%20Hexagon%203d.svg,,,
214,198,OK Lab Köln,,https://www.meetup.com/OKLab-Koln-Meetup/,,https://twitter.com/codeforcologne,,,https://pbs.twimg.com/profile_images/719374379747028992/S1ib7Z2K_400x400.jpg,,,
215,198,OK Lab Leipzig,,https://www.meetup.com/OK-Lab-Leipzig/,,https://twitter.com/codeforleipzig,https://github.com/CodeforLeipzig,,,,,
216,198,OK Lab Magdeburg,,https://www.meetup.com/OK-Lab-Magdeburg/,,https://twitter.com/CodeForMD,https://github.com/code-for-magdeburg,,https://pbs.twimg.com/profile_images/1172152137872236551/njVEMl0H_400x400.png,,,
217,198,OK Lab Mecklenburg-Vorpommern,https://listi.jpberlin.de/mailman/listinfo/codeformv,,,,,,,,,
218,198,OK Lab München,,https://www.meetup.com/code-for-muenchen/,,,,,,,,
219,198,OK Lab Münster,https://codeformuenster.org/,,,,https://github.com/codeformuenster/,,https://codeformuenster.org/img/cfm_logo.png,,,
220,198,OK Lab Niederrhein,,https://www.meetup.com/de-DE/OK-Lab-Niederrhein/,,https://twitter.com/CodeForNRN,https://github.com/CodeforNiederrhein,,,,,
221,198,OK Lab Osnabrueck,http://codeforosnabrueck.org/,,,,https://github.com/codeforosnabrueck,,,,,
222,198,OK Lab Potsdam,http://www.oklab-potsdam.de/,,,,https://github.com/open-data-potsdam,,http://www.oklab-potsdam.de/images/Logo_OKLab_Potsdam.svg,,,
223,198,OK Lab Ruhrgebiet,,https://www.meetup.com/de-DE/codeforruhrgebiet/,,https://twitter.com/CodeforRuhr,https://github.com/codeforruhrgebiet,,https://pbs.twimg.com/profile_images/949041794720915457/kx5y2HRS_400x400.jpg,,,
224,198,OK Lab Kreis Schleswig-Flensburg,https://nucleon-ev.eu/,https://www.meetup.com/OK-Lab-Schleswig-Flensburg/,,,,,,,,
225,198,OK Lab Stuttgart,,https://www.meetup.com/OK-Lab-Stuttgart-Meet-Up/,,,https://github.com/opendata-stuttgart,,https://pbs.twimg.com/profile_images/827903918751485953/10AqfUm__400x400.jpg,,,
226,198,OK Lab Ulm,http://www.ulmapi.de/,,,,https://github.com/ulmapi,,,,,
227,198,OK Lab Wuppertal,https://opendatal.de/,https://www.meetup.com/de-DE/OKLab-Wuppertal-Meetup/,,,https://github.com/Opendatal,,,,,
228,2,ePaństwo Foundation,https://epf.org.pl/en/,,https://www.facebook.com/epanstwo,https://twitter.com/epforgpl,https://github.com/epforgpl,,,,,
229,2,Code for Poland,https://codeforpoland.org/,,,https://twitter.com/CodeForPoland,,,,,,
230,2,Code for Pakistan,http://codeforpakistan.org/,,https://www.facebook.com/CodeforPK/,https://twitter.com/CodeforPakistan,https://github.com/codeforpakistan,,,,,
231,2,Code for Romania,https://code4.ro/ro/,,https://www.facebook.com/code4romania/,https://twitter.com/Code4Romania,https://github.com/code4romania,,,,,
232,229,Code for Bacau,,,,,https://github.com/code4romania,,,,,
233,229,Code for Brasov,,,,,https://github.com/code4romania,,,,,
234,229,Code for București,,,,,https://github.com/code4romania,,,,,
235,229,Code for Chisinau,,,,,https://github.com/code4romania,,,,,
236,229,Code for Cluj-Napoca,,,,,https://github.com/code4romania,,,,,
237,229,Code for Constanta,,,,,https://github.com/code4romania,,,,,
238,229,Code for Craiova,,,,,https://github.com/code4romania,,,,,
239,229,Code for Diaspora,,,,,https://github.com/code4romania,,,,,
240,229,Code for Iași,,,,,https://github.com/code4romania,,,,,
241,229,Code for Oradea,,,,,https://github.com/code4romania,,,,,
242,229,Code for RmValcea,,,,,https://github.com/code4romania,,,,,not sure the real name
243,229,Code for Sibiu,,,,,https://github.com/code4romania,,,,,
244,229,Code for Suceava,,,,,https://github.com/code4romania,,,,,
245,229,Code for Timisoara,,,,,https://github.com/code4romania,,,,,
246,229,Code for TgMures,,,,,https://github.com/code4romania,,,,,not sure the real name
247,2,OpenUp,https://openup.org.za/,,,https://twitter.com/OpenUpSA,https://github.com/OpenUpSA,,,,,
248,2,SlashRoots Foundation,https://www.slashroots.org/,,https://www.facebook.com/slashroots/,https://twitter.com/Slash_roots,https://github.com/slashroots,,,,,
249,2,Code for NL,https://www.codefor.nl/,,,https://twitter.com/CodeForNL,https://github.com/codefornl,,https://www.codefor.nl/img/Logo-slash-01.png,,,
250,2,Codeando México,http://codeandomexico.org/,,https://www.facebook.com/CodeandoMexico/,https://twitter.com/CodeandoMexico,https://github.com/CodeandoMexico,,http://codeandomexico.org/resources/img/codeandomexico.png,,,
251,2,g0v.tw,https://g0v.tw/en-US/,,https://www.facebook.com/g0v.tw/,https://twitter.com/g0vtw,https://github.com/g0v/,,,,,
252,2,Code for France,https://codefor.fr/,,,https://twitter.com/CodeForFR,,,,,,
253,250,Open Heroines France,https://openheroines.org/,,,,,,,,,
254,2,Ciudadanía Inteligente,https://ciudadaniai.org/,,https://www.facebook.com/ciudadaniai/,https://twitter.com/ciudadania_i,https://github.com/ciudadanointeligente/,,https://ciudadaniai.org/assets/images/logo-dark.png,,,
255,2,mySociety,https://www.mysociety.org/,,https://www.facebook.com/mySociety/?ref=br_rs,https://twitter.com/mySociety,https://github.com/mysociety,,,,,
256,2,Civic Tech Sweden,https://civictech.se/en/,,https://www.facebook.com/CivicTechSweden/,https://twitter.com/CivicTechSE,https://github.com/civictechsweden,,,,,
257,256,Civictech Goteborg,https://civictech.se/en/goteborg/,,,,https://github.com/civictechsweden,,,,,
258,256,Civictech Stockholm,https://civictech.se/en/stockholm/,,,,https://github.com/civictechsweden,,,,,
259,256,Civictech Uppsala,https://civictech.se/en/uppsala/,,,,https://github.com/civictechsweden,,,,,
260,2,Open Data Kosovo,https://opendatakosovo.org/,,https://www.facebook.com/opendatakosovo/,https://twitter.com/OpenDataKosovo,https://github.com/opendatakosovo,,,,,
261,2,Sinar Project,https://sinarproject.org/,,https://www.facebook.com/sinarproject/,https://twitter.com/sinarproject,https://github.com/Sinar,,,,,
262,2,Waag,https://waag.org/en,,https://www.facebook.com/waagsociety/,https://twitter.com/Waag,https://github.com/waagsociety,,,,,
263,2,Open Knowledge Belgium,https://be.okfn.org/,,https://www.facebook.com/OpenKnowledgeBE/,https://twitter.com/OpenKnowledgeBE,https://github.com/openknowledgebe,,,,,
264,2,Code for Moldova,,,https://www.facebook.com/codeformoldova/,https://twitter.com/Code4Moldova,https://github.com/code4moldova/,,,,,